WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
feedback	1	4	Less ice means more open water to generate large waves -- creating a feedback loop that could doom the ice cap .	13
majority	1	6	The majority of that is due to consumers -LRB- both families and food businesses -RRB- , who buy fresh and frozen fish , but never end up eating it or selling it .	1
volleys	1	4	After firing 87 volleys of tear gas at protesters at nine locations on Sunday evening , police backed away from engaging as directly with the demonstrators during the daytime on Monday .	3
marveling	1	9	CORNUCOPIA , Wis. -- On some days , Kevin Hunt stands at his Star North gas station in this eye-blink of a town on mighty Lake Superior , marveling at Mother Nature and his own dumb luck .	28
militants	1	9	WASHINGTON -- Ahmed Abdulateef 's gift for music made him a target in his hometown of Baghdad , where his father smashed his guitar and militants held a gun to his head for daring to follow a passion that has no place in their rigid brand of Islam .	25
record	0	0	`` Although tragic , commercial air transportation has had a stellar safety record -- something like 40 times safer than driving , '' he said .	12
artist	0	0	Shop owner Mary Ginocchio said she decided to show Jason Borders ' work after Lexington artist Bob Morgan suggested it .	15
bruises	0	0	They are distracted walkers who , while calling or texting on mobile phones , have suffered cuts and bruises , sustained serious head injuries or even been killed .	18
ate	0	0	The authors of the latest research combed through a national database of Americans ' health and nutrition behaviors and grouped 4,466 American kids -- from ages 2 to 18 -- according to what they ate when they were not eating food purchased at a fast-food restaurant .	34
extinction	1	5	Jupiter may have even played a role in the asteroid-linked extinction of the dinosaurs about 66 million years ago , an event that ushered in the reign of our mammalian ancestors .	10
shooter	0	0	The shooter , Ataullah Khan , is one of four suspects who have evaded capture .	1
intense	1	5	There was a greeting party when she arrived for another intense summer workout with 4-year-old niece Rihanna Reed in tow : a reporter and a photographer , whom Evans expected , and a surprise visitor from the U.S. Anti-Doping Agency .	10
diving	0	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture-perfect tail flip that humpbacks display before diving to feed .	32
regular	0	0	These are the sort of hard decisions that hundreds of residents who live in the harsh , mesquite-speckled borderlands have had to make on a regular basis .	25
receives	0	0	The first , disadvantageous inequity , occurs when one receives less than a peer .	9
Campaign	0	0	`` Given the way the meeting transpired , '' Ray Halbritter , an Oneida representative and leader of the `` Change the Mascot Campaign , '' said Wednesday , `` it became somewhat evident they were defending the continued use of the name .	23
seventh-grader	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/US_NEWS_CPT-TEEN-ENTREPRENEUR-ADV04_4_SJ.jpg" /&gt; SANTA CLARA , Calif. -- Last December , seventh-grader Shubham Banerjee asked his parents how blind people read .	9
divisions	1	4	Speech that creates ethnic divisions has been outlawed .	4
seamlessly	1	5	Taking on the challenge , a team of software and biomedical engineers , neuroscientists , surgeons and prosthetists has designed a prosthetic limb that can reproduce a full repertoire of ambulatory tricks by communicating seamlessly with Vawter 's brain .	34
pans	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140630_ISLAMICSTATE.jpg" /&gt; KALAK , Iraq -- Waving pots and pans , police pushed back dozens of hungry Iraqi refugees as they rushed to seize free food , ending their first daylong fast of the holy Muslim month of Ramadan in an encampment for the displaced .	8
argued	1	4	A sample letter on her group 's website argued that nurses should be part of every school 's safety plan .	8
hills	0	0	But in a growing number of cities , something else has kept kids off the hills .	15
Triangle	0	0	Less Bermuda Triangle or Amelia Earhart ; more Air France 447 , which crashed into the Atlantic in 2009 but confounded investigators for nearly two years until its black boxes were found .	2
sun-splattered	1	7	On Friday , a sun-splattered Normandy celebrated peace , with silent salutes , tears and international friendship marking 70 years since the D-Day invasion helped change the course of World War II and modern history .	4
